2975	object	ANY	exact
3021	object	ANY	exact
5017	/lol-matches	ANY	exact
5099	/lol-slugs	ANY	exact
5109	/lol-raw	ANY	exact
5146	/live-gameids	ANY	exact
5225	/ps-compositions	ANY	exact
5320	/debug-livestats	ANY	exact
5364	/opendota-live	ANY	exact
5728	/ps-dota-live	ANY	exact
5797	/live-game	ANY	exact
6003	/odds-markets	ANY	exact
6155	/player-props-debug	ANY	exact
6326	/odds	ANY	exact
6647	/sx-status	ANY	exact
6673	/debug-odds	ANY	exact
6709	/dota-matches	ANY	exact
6829	/dota-map-result	ANY	exact
6860	/cs-matches	ANY	exact
6952	/valorant-matches	ANY	exact
7045	/live-snapshot	ANY	exact
7344	/debug-vlr	ANY	exact
7367	/upcoming-snapshot	ANY	exact
7452	/debug-teams	ANY	exact
7483	/debug-match-odds	ANY	exact
7540	/debug-map-odds	ANY	exact
7616	/handicap-odds	ANY	exact
7682	/mma-odds	ANY	exact
7724	/admin/login	POST	exact
7771	/admin/logout	POST	exact
7784	/admin/me	GET	exact
7798	/health	ANY	exact
7798	/alerts	ANY	exact
7808	/alerts	ANY	exact
8071	/alerts	ANY	exact
8157	/metrics-lite	ANY	exact
8165	/health/metrics.html	ANY	exact
8165	/metrics.html	ANY	exact
8277	/metrics/ingest	POST	exact
8310	/health/metrics	ANY	exact
8310	/metrics	ANY	exact
8362	/record-analysis	POST	exact
8368	/match-result	ANY	exact
8399	/ps-result	ANY	exact
8459	/dota-result	ANY	exact
8668	/cs-result	ANY	exact
8683	/valorant-result	ANY	exact
8699	/darts-result	ANY	exact
8720	/snooker-result	ANY	exact
8793	/football-result	ANY	exact
8898	/basket-matches	ANY	exact
8974	/admin/basket-resettle-audit	ANY	exact
9133	/basket-result	ANY	exact
9236	/basket-elo	ANY	exact
9247	/basket-trained	ANY	exact
9267	/basket-trained-markets	ANY	exact
9283	/admin/basket-elo-list	ANY	exact
9312	/admin/basket-elo-reset	POST,GET	exact
9329	/admin/basket-seed	POST,GET	exact
9411	/admin/basket-train	POST,GET	exact
9561	/admin/basket-train-status	ANY	exact
9576	/sync-basket-espn	ANY	exact
9618	/tennis-elo	ANY	exact
9635	/football-elo	ANY	exact
9652	/users	ANY	exact
9659	/save-user	POST	exact
9718	/shadow-tips	ANY	exact
9785	/unsettled-tips	ANY	exact
9804	/admin/tennis-sources-diag	ANY	exact
9867	/admin/football-settle-diag	ANY	exact
9953	/admin/football-sync-diag	ANY	exact
10073	/admin/alias-audit	ANY	exact
10157	/admin/tip-audit	ANY	exact
10235	/admin/zombie-scan	ANY	exact
10334	/admin/tennis-tip-match-debug	ANY	exact
10450	/admin/tennis-stuck-bulk-diag	ANY	exact
10549	/admin/tennis-player-stats-debug	ANY	exact
10581	/admin/tennis-force-settle-tip	ANY	exact
10652	/admin/tennis-mt-force-settle-tip	ANY	exact
10749	/tennis-settle-debug	ANY	exact
10826	/cashout-alerts	ANY	exact
10889	/reopen-tip	POST	exact
10945	/settle-manual	POST	exact
11010	/void-tip	ANY	exact
11051	/admin/reanalyze-void	POST	exact
11096	/market-tips-recent	ANY	exact
11262	/market-tips-by-sport	ANY	exact
11456	/market-tips-breakdown	ANY	exact
11547	/market-tips-by-league	ANY	exact
11629	/admin/repair-market-tips-dedup	POST	exact
11672	/admin/purge-voided-market-tips	POST	exact
11688	/admin/settle-market-tips-shadow	POST,GET	exact
11706	/admin/sync-hltv-results	POST,GET	exact
11727	/admin/sync-cs-per-map-rounds	POST,GET	exact
11745	/admin/pinnacle-auto-bet-status	GET	exact
11833	/admin/pinnacle-bet-confirm	POST	exact
11857	/admin/cs-permap-manual	POST,GET	exact
11934	/admin/sync-valorant-per-map-rounds	POST,GET	exact
11953	/admin/settle-mt-shadow-kills-manual	POST,GET	exact
12000	/admin/settle-mt-shadow-kills	POST,GET	exact
12322	/admin/boot-diag	GET,POST	exact
12375	/admin/memory-breakdown	GET,POST	exact
12430	/admin/db-stats	GET,POST	exact
12473	/admin/match-result-sources-cleanup	GET,POST	exact
12553	/admin/match-result-sources-unique-check	GET,POST	exact
12620	/admin/match-result-sources-breakdown	GET,POST	exact
12668	/admin/forensics	GET,POST	exact
12742	/admin/index.html	ANY	exact
12742	/admin/	ANY	exact
12742	/admin	ANY	exact
12927	/admin/forensics.html	ANY	exact
13044	/admin/quick-stats.html	ANY	exact
13174	/admin/today	GET,POST	exact
13254	/admin/today.html	ANY	exact
13383	/admin/sport-detail.html	ANY	exact
13493	/admin/cron-status.html	ANY	exact
13615	/admin/env-audit	GET,POST	exact
13707	/admin/holdout-status	GET,POST	exact
13723	/admin/test-broadcast	GET,POST	exact
13771	/admin/security-status	GET,POST	exact
13830	/admin/nightly-retrain-status	GET,POST	exact
13889	/admin/tip-debug	GET,POST	exact
13964	/admin/cross-significance	ANY	exact
13979	/admin/hg-neg-readiness	ANY	exact
14001	/admin/learning-activity	GET,POST	exact
14083	/admin/clv-history	GET	exact
14146	/admin/cross-significance-history	GET,POST	exact
14200	/admin/gate-attribution-snapshot	GET,POST	exact
14234	/admin/ml-gate-rejected-audit	GET,POST	exact
14281	/admin/sofascore-proxy-health	GET,POST	exact
14371	/admin/shadow-vs-real-snapshot	GET,POST	exact
14421	/admin/sport-leak-summary	GET,POST	exact
14543	/admin/tennis-calib-meta	GET	exact
14555	/admin/tennis-calib-raw	GET	exact
14595	/admin/news-impact	GET	exact
14610	/admin/news-impact-inject	POST	exact
14630	/admin/live-tips-debug	GET	exact
14710	/admin/portfolio-kelly	GET	exact
14733	/admin/sport-mt-calib-meta	GET	exact
14747	/admin/fit-sport-mt	POST,GET	exact
14795	/admin/fit-sport-mt-status	GET	exact
14816	/admin/fit-tennis-markov	POST,GET	exact
14842	/admin/p2-status	GET,POST	exact
14957	/admin/baseline-shadow-stats	GET,POST	exact
15013	/admin/cron-status	GET,POST	exact
15165	/admin/pending-tips-diag	GET,POST	exact
15237	/admin/football-trained-coverage	GET,POST	exact
15297	/admin/re-propagate-mt	GET,POST	exact
15352	/admin/match-diagnostic	GET,POST	exact
15470	/admin/env-audit	GET,POST	exact
15556	/admin/tg-commands	GET,POST	exact
15635	/admin/overfeaturing-audit	GET,POST	exact
15654	/admin/reconciliation	GET	exact
15672	/admin/feature-inventory	GET	exact
15769	/admin/time-of-day-analysis	GET,POST	exact
15842	/admin/risk-metrics	GET,POST	exact
15980	/admin/live-vs-pre-roi	GET,POST	exact
16054	/admin/tips-by-confidence	GET,POST	exact
16197	/admin/tips-unit-audit	GET,POST	exact
16298	/admin/tips-unit-rescale	POST	exact
16383	/admin/sport-correlation	GET,POST	exact
16474	/admin/sport-shadow-envs	GET,POST	exact
16531	/admin/sport-detail	GET,POST	exact
16614	/admin/blocklist-stats	GET,POST	exact
16669	/admin/mt-status	GET,POST	exact
16723	/admin/mt-promote-explain	ANY	exact
16765	/admin/analytics	ANY	exact
16765	/api/analytics	ANY	exact
16765	/analytics-data	ANY	exact
16795	/admin/watchdog-trigger	GET,POST	exact
16816	/admin/digest-trigger	GET,POST	exact
16835	/admin/pnl-trigger	GET,POST	exact
16857	/admin/pnl-daily-now	GET,POST	exact
16946	/admin/pnl-volume-debug	GET	exact
16998	/admin/pnl-granular	GET	exact
17109	/admin/kelly-mult-set	POST,GET	exact
17137	/admin/mt-bucket-skip-set	POST,GET	exact
17168	/admin/alerts	GET,POST	exact
17189	/admin/match-results-reconcile	GET,POST	exact
17208	/admin/alerts-resolve	POST,GET	exact
17251	/admin/analytics.html	ANY	exact
17251	/admin/analytics-ui	ANY	exact
17360	/admin/cs-live-debug	GET,POST	exact
17427	/admin/repair	GET,POST	exact
17529	/admin/force-sync-bankroll	POST	exact
17613	/admin/run-settle	ANY	exact
18367	/admin/move-football-mt-to-shadow	ANY	exact
18433	/debug-sport-tips	ANY	exact
18484	/migrations-status	ANY	exact
18501	/sports-risk-status	ANY	exact
18564	/pipeline-status	ANY	exact
18691	/league-blocklist	ANY	exact
18735	/clv-histogram	ANY	exact
18827	/admin/ev-calibration	ANY	exact
18840	/roi-by-ev-bucket	ANY	exact
18916	/tips-em-risco	ANY	exact
18971	/pending-tips-audit	ANY	exact
19035	/roi-timeline	ANY	exact
19080	/clv-by-league	ANY	exact
19148	/exploit-summary	ANY	exact
19200	/admin/arb-events	ANY	exact
19215	/admin/sync-oe-players	POST,GET	exact
19248	/admin/aggregator-status	ANY	exact
19309	/admin/golgg-test	ANY	exact
19327	/admin/thespike-test	ANY	exact
19339	/admin/sync-thespike	POST,GET	exact
19363	/admin/stratz-test	ANY	exact
19373	/admin/sync-stratz-matchups	POST,GET	exact
19392	/admin/tennis-abstract-test	ANY	exact
19403	/admin/sync-tennis-abstract	POST,GET	exact
19434	/admin/fb-features	ANY	exact
19460	/admin/football-data-test	ANY	exact
19472	/admin/sync-football-data	POST,GET	exact
19495	/admin/understat-test	ANY	exact
19506	/admin/sync-understat	POST,GET	exact
19529	/admin/lol-xcheck	ANY	exact
19548	/admin/golgg-objectives	ANY	exact
19560	/admin/sync-golgg-objectives	POST,GET	exact
19623	/admin/sync-golgg-matches	POST,GET	exact
19653	/admin/kills-calibration	ANY	exact
19670	/admin/health-overview	ANY	exact
19767	/admin/scenarios	ANY	exact
19874	/admin/real-pl	ANY	exact
19955	/admin/errors	ANY	exact
19983	/admin/feed-health	ANY	exact
19994	/admin/oe-status	ANY	exact
20036	/admin/mt-brier-history	ANY	exact
20122	/admin/mt-calib-validation	ANY	exact
20199	/admin/super-odd-events	ANY	exact
20212	/admin/stale-line-events	ANY	exact
20225	/admin/book-bug-events	ANY	exact
20244	/admin/scraper-health	ANY	exact
20258	/admin/scraper-debug-snapshots	ANY	exact
20274	/admin/scraper-debug-snapshot	ANY	exact
20291	/admin/br-edges-now	ANY	exact
20311	/admin/casa-scorecard	ANY	exact
20383	/admin/bookmaker-deltas	ANY	exact
20415	/admin/refresh-isotonics	ANY	exact
20449	/admin/rollback-model	ANY	exact
20500	/admin/set-tip-clv	POST	exact
20537	/admin/clv-capture-trace	ANY	exact
20585	/admin/clv-by-book	ANY	exact
20645	/admin/clv-leak	ANY	exact
20645	/admin/clv-coverage	ANY	exact
20672	/admin/clv-leak	ANY	exact
20771	/bankroll-audit	ANY	exact
20842	/admin/rebuild-tip-reais	POST	exact
20923	/archive-fuzzy-duplicates	POST	exact
21028	/admin/tip-archive	POST,GET	exact
21147	/archive-cross-bucket-duplicates	POST	exact
21187	/void-market-tips-duplicates	POST	exact
21226	/void-market-tips-by-criteria	POST	exact
21264	/admin/upsert-match-result	POST	exact
21295	/admin/void-tips-batch	POST	exact
21342	/admin/restore-voided-market-tips	POST	exact
21357	/admin/unsettle-market-tips	POST	exact
21378	/admin/void-orphan-market-tips	POST,GET	exact
21446	/admin/mt-unvoid-recent	POST,GET	exact
21488	/admin/mt-promote-audit	ANY	exact
21551	/admin/mt-pending-trace	ANY	exact
21703	/admin/mt-resettle-tennis-handicap	POST,GET	exact
21752	/admin/mt-resettle-suspects	POST,GET	exact
21816	/admin/mt-tips-suspect	ANY	exact
21884	/admin/unsettle-tip-by-id	POST,GET	exact
21922	/admin/mt-settle-audit	ANY	exact
22014	/admin/mt-promote	POST,GET	exact
22046	/admin/mt-auto-promote	ANY	exact
